题名,作者,来源,发表时间,数据库,被引,下载,摘要,关键词
ChatGPT智能机器人应用的风险与协同治理研究 网络首发,蔡士林; 杨磊,情报理论与实践,2023-04-06 16:40,期刊,0,207,[目的/意义]作为大型语言模型的杰作，ChatGPT智能机器人的出现暗示着强人工智能时代即将来临。由于ChatGPT功能多样和强智能性等特征使其备受关注，但同时也潜藏应用风险，故而有必要探索治理路径。[方法/过程]文章分析ChatGPT的技术逻辑和特征，论证“ChatGPT”智能机器人应用的风险类型，并在此基础上构建协同治理的体系。[结果/结论]ChatGPT智能机器人应用的风险主要包括：社会信任机制面临危机、版权规则遭受冲击、个人数据的泄露风险骤升以及真实信息被篡改或滥用。未来法律层面应当完善数据分类分级、数据获取以及数据利用制度；ChatGPT开发者和平台层面应当分别强化审查义务和数据清洗义务；ChatGPT用户层面应当承担声明义务和注意义务，同时提高甄别能力；行业组织层面需要发布技术指南，推进企业事前合规建设。,ChatGPT; 人工智能; 大语言模型; 数据安全; 协同治理; 合规建设;
从ChatGPT爆发到GPT技术革命的启示 网络首发,叶鹰; 朱秀珠; 魏雪迎; 王静静; 王婉茹,情报理论与实践,2023-04-06 14:47,期刊,0,305,[目的/意义]文章旨在探讨GPT类技术发展带来的启示，提醒学界和业界关注GPT类技术应用将引发颠覆性变革。[方法/过程]揭示了从ChatGPT到ChatGPT Plus的发展及GPT技术革命的颠覆性特征，讨论了大语言模型的革命性潜力。[结果/结论]在GPT类大语言模型技术的支持下，ChatGPT类应用风靡世界，新技术革命正在发生，将全面影响以教育、科学、文化为核心的智力工作，彻底改变知识生态，开启智能信息处理和信息资源管理之颠覆性变革。,ChatGPT; ChatGPT Plus; 大语言模型; 智能信息处理; 信息资源管理;
ChatGPT的伦理风险与中国因应制度安排 网络首发,邹开亮; 刘祖兵,海南大学学报(人文社会科学版),2023-04-06 10:18,期刊,0,317,ChatGPT的开放性和跨领域通用性或将使其成为支撑人工智能技术及其产业持续发展的关键基础设施，但它却蕴含着巨大的伦理风险。ChatGPT具有性别歧视和种族歧视特性，亦弱化人类主体地位，裹胁受众价值观，冲击教育与学术伦理规范。ChatGPT的伦理风险既有嵌入式道德算法无力过滤基础文本数据价值偏见的技术无奈，也有西方国家算法霸权蚕食他国意识形态的刻意为之，还有技术依赖致使人类质疑人机主客关系的自我困惑。从法律制度层面因应ChatGPT中国化运用的伦理风险，必须加强数据监管，“防外”与“规内”以应对文本数据偏见；建立算法审查制度，以阻断西方价值渗透与算法偏见强化；构建使用者追责制度，以治理算法滥用。,ChatGPT; 伦理风险; 算法霸权; 意识形态; 算法审查;
Can ChatGPT Boost Artistic Creation:The Need of Imaginative Intelligence for Parallel Art,Chao Guo; Yue Lu; Yong Dou; Fei-Yue Wang,IEEE/CAA Journal of Automatica Sinica,2023-04-06,期刊,0,615,"<正>CHATGPT,one of the leading Large Language Models (LLMs),has acquired linguistic capabilities such as text comprehension and logical reasoning,enabling it to engage in natural conversations with humans.As illustrated in""What Does ChatGPT Say:The DAO from Algorithmic Intelligence to Linguistic Intelligence""[1],",无
DAO to HANOI via DeSci:AI Paradigm Shifts from AlphaGo to ChatGPT,Qinghai Miao;Wenbo Zheng;Yisheng Lv;Min Huang;Wenwen Ding,IEEE/CAA Journal of Automatica Sinica,2023-04-06,期刊,0,246,"From AlphaGo to ChatGPT,the field of AI has launched a series of remarkable achievements in recent years.Analyzing,comparing,and summarizing these achievements at the paradigm level is important for future AI innovation,but has not received sufficient attention.In this paper,we give an overview and perspective on machine learning paradigms.First,we propose a paradigm taxonomy with three levels and seven dimensions from a knowledge perspective.Accordingly,we give an overview on three basic and twelve extended learning paradigms,such as Ensemble Learning,Transfer Learning,etc.,with figures in unified style.We further analyze three advanced paradigms,i.e.,AlphaGo,AlphaFold and ChatGPT.Second,to enable more efficient and effective scientific discovery,we propose to build a new ecosystem that drives AI paradigm shifts through the decentralized science(DeSci) movement based on decentralized autonomous organization(DAO).To this end,we design the Hanoi framework,which integrates human factors,parallel intelligence based on a combination of artificial systems and the natural world,and the DAO to inspire AI innovations.",无
Chat with ChatGPT on Industry 5.0:Learning and Decision-Making for Intelligent Industries,Fei-Yue Wang; Jing Yang; Xingxia Wang; Juanjuan Li; Qing-Long Han,IEEE/CAA Journal of Automatica Sinica,2023-04-06,期刊,0,553,"<正>THE current ChatGPT phenomenon has signaled a new era of Artificial Intelligence moving from Algorithmic Intelligence to Linguistic Intelligence where interactive activities between actual and artificial,real and virtual,human and machine play an active and important role online and in real-time.At IEEE/CAA JAS,we are interested in investigating the impact and significance of this new era on industrial development,especially control and automation for manufacturing and production.",无
现实反水 ChatGPT祛魅,陶凤,北京商报,2023-04-06,报纸,0,10,从无所不能的颠覆者，到众叛亲离的搅局者，尚未大展拳脚的ChatGPT，正被层出不穷的负面啃食。 马斯克与OpenAI的关系也经历了一条类似的抛物线。一开始积极投资入股，后来反目成仇，到最后炮轰ChatGPT，让世人警惕其不可控的风险。 而三星在引入ChatGPT不到20天，就被曝出3......,人工智能; ChatGPT;
ChatGPT：跨生命交往何以可能？,杜骏飞,新闻与写作,2023-04-05,期刊,0,0,<正>开宗明义：关于ChatGPT的科学主义迷思（mythos）应有节制，而关于人类交往的省思才刚刚开始。本质上，Chat GPT是一种大语言模型在会话上的成功应用，不宜仅以它来界定全部AI革命。毕竟，大语言模型和无监督学习算法，以及自然语言处理、神经网络架构等基础技术工具，都已有多年的应用历程。其次，ChatGPT暂时也不是完美的AIGC（人工智能内容生成），即便在GPT-4时期，AIGC已极其充沛，但仍具有某种不透明性、,无
涉嫌数据泄露，意大利暂停ChatGPT,裘雯涵,解放日报,2023-04-05,报纸,0,193,据外媒4月1日报道，OpenAI公司已在意大利下线其人工智能（AI）聊天机器人ChatGPT。此前，意大利数据保护局Garante已暂时禁用ChatGPT，并对其涉嫌违反隐私规定展开调查。这让意大利成为首个对ChatGPT采取行动的西方国家。近日，AI技术的飞速发展已引发巨大争议。分析认为，由......,意大利; ChatGPT;
ChatGPT爆火 或将重构产业格局,张利娟,中国报道,2023-04-05,期刊,0,0,<正>未来大多数产业的发展都将融入人工智能技术。按2月4日ChatGPT首次登上微博热搜来算，ChatGPT这把“火”已经在国内持续烧了近两个月。百度官宣“文心一言”以来，更是街谈巷议的高频话题。3月19日，创新工场董事长兼CEO李开复则官宣要“不仅仅做中文版ChatGPT”。,无
生成式人工智能与人文社会科学的历史使命——从ChatGPT智能革命谈起,蓝江,思想理论教育,2023-04-04,期刊,0,880,面对ChatGPT在全世界范围内引发的热潮，人文社会科学研究者不能置身事外，而是需要与人工智能研究者一起来面对相关的研究课题。一方面，尽管生成式人工智能依赖于数据库、算法和算力，但它仍然是面向人的智能应用。另一方面，我们需要摆脱传统的方法论个人主义、物化认识论和零和博弈思维，将人类与生成式人工智能的关系视为智能关联主义，来理解智能技术带来的科技革命。最后，生成式人工智能也带来意识形态上的挑战。我国力图从技术上实现生成式人工智能的突破，需要人文社会科学研究者提供新的认识世界的框架，探索出适宜于智能关联主义的人文应用场景。,生成式人工智能; 人文社会科学; ChatGPT;
ChatGPT在教育领域的应用价值、潜在伦理风险与治理路径,冯雨奂,思想理论教育,2023-04-04,期刊,0,1297,ChatGPT的快速发展和广泛应用将促进教育变革与创新，同时也带来了新的伦理问题。作为内容生成式产品，ChatGPT在教育领域的应用提高了学生的实践创造力，增强了学生的认知主动性，加强了学生选择的自主权，促进了减负增效，但也面临人工智能依赖下思考力丧失的主体伦理问题、师生交往异化与情感缺失的关系伦理问题、知识盲区与信息茧房的算法伦理问题，以及教育不公与权责不清的资源伦理问题。为此，需要推进教育理念变革以巩固学生的主体地位，建立新型师生关系增强师生心灵沟通的力量，构建算法伦理全过程监管体系以及ChatGPT教育应用的风险治理体系，推进智能技术在教育领域的合理应用。,ChatGPT; 人工智能; 教育应用; 技术风险;
ChatGPT的特性、教育意义及其问题应对,王天恩,思想理论教育,2023-04-04,期刊,0,905,作为机器学习大数据深耕的最新成果，ChatGPT通过大数据纳入人类语境理解人类语言，具有严密的语言逻辑和强大文本生成能力。作为统计性的大型语言模型，ChatGPT不具有自己的理解能力，在数据不足时会随机编造内容。ChatGPT截然不同的两方面特性使其在具有重大教育意义的同时，也伴随着特殊问题。ChatGPT等生成式人工智能将使教育发生历史性变革，为人类创造力的发展提供全新条件。在生成式人工智能的使用中必须合理应对真实性和准确性、诚信乃至人类进化和退化此消彼长等问题，其教育意义将在更深层次体现为人类的新发展。,ChatGPT; 人工智能; 教育;
蛋白质科学版ChatGPT来了？,张晴丹,中国科学报,2023-04-04,报纸,0,10,凝视着手中的试管，又望向桌上那些依旧在运转的大大小小的实验仪器，赵惠民的心像被人用力攥着。他明白，已经到了不得不放弃的时候。读博第三年，学校资格考试的巨大压力如海啸般袭来，这项奋战了两年但依然没走通的课题，被他亲手按下了停止键。 事情虽已过去30年，但对美......,审稿人; ChatGPT; 蛋白质科学;
加快立法完善数字经济治理,蒲晓磊,法治日报,2023-04-04,报纸,0,65,近日，两起不正当竞争纠纷案的判决，引起了社会舆论的关注。 上海市徐汇区人民法院作出判决，认定被告“全能车”App运营方构成不正当竞争，赔偿原告“哈啰单车”运营方6140万余元。 北京知识产权法院审结上诉人北京创锐文化传媒有限公司（以下简称创锐公司）与被上诉人北京......,立法完善;
ChatGPT对开源情报工作的影响及对策 网络首发,李荣; 吴晨生; 董洁; 王冰琪,情报理论与实践,2023-04-03 17:04,期刊,0,587,[目的/意义]探索人工智能内容生成技术对开源情报工作的影响与改变。[方法/过程]以ChatGPT的形成与AIGC技术演进为研究起点，分析ChatGPT现有技术特征与技术演进趋势，从开源情报全周期视角解析该现象级应用对开源情报工作的潜在影响。[结果/结论] ChatGPT对开源情报的信息搜索、信息获取、信息处理环节具有一定提升作用。但现有技术缺陷使ChatGPT在开源情报全流程介入中仍面临数据可靠性、情报隐秘性、意识形态风险等问题与挑战。建议情报机构采取AIGC技术融合理论探索、AI生成式内容可靠性评估、智能技术体系建设等积极策略来应对本轮技术变革，更好实现开源情报价值。[局限]受限于AIGC技术领域专业化知识与ChatGPT应用下的开源情报实践不足，研究结论仅是ChatGPT对开源情报工作影响的思考与探索。,ChatGPT; 人工智能; 开源情报; 内容生成技术;
论ChatGPT对铸牢中华民族共同体意识的影响及其应对策略 网络首发,焦立涛,民族学刊,2023-04-03 16:23,期刊,0,851,ChatGPT通过大规模预训练与人工反馈强化学习相结合，实现了信息的人机交互，对人们的认知观念、价值信仰和思维逻辑产生深刻影响。在马克思主义视域下，ChatGPT作为人的“对象性活动”产物，具有技术属性和社会属性。在技术属性方面，具有超大数据、混合算法和高配算力的技术特性；在社会属性方面，促进存在智能化、人机对齐化和思维浅表化。ChatGPT既推动了铸牢中华民族共同体意识生活化、大众化和智能化，也给提升铸牢中华民族共同体意识的精度、温度和效度带来挑战。铸牢中华民族共同体意识要均衡培养中华儿女的理性批判意识和ChatGPT素养，着力实施ChatGPT的中华民族共同体意识“教育”，科学运用ChatGPT传播中华民族共同体意识，协同开展ChatGPT的应用生态治理。,ChatGPT; 马克思主义视域; 铸牢中华民族共同体意识; 理性批判意识; 生态治理; 应对策略;
人工智能内容生产：功能张力、发展趋势及监管策略——以ChatGPT为分析起点 网络首发,谢新水,电子政务,2023-04-03 13:43,期刊,0,1316,人类一边担心人工智能的风险，一边快速推动智能革命的发生。人工智能内容生产是融合人类和“类人”智能的新生产模式。人工智能内容生产技术内含不可化约的功能张力。一方面，类ChatGPT智能生产平台具有对话功能和内容生产功能，具备多模态生产能力，具备提升数字生产力、加速社会组织化，增强决策能力，扩大社会动员能力等社会功能；另一方面，人工智能内容生产者可能导致多领域劳动者价格为零，还会带来对话风险、信用风险、政治风险和“存在”风险，这些是其反社会功能。人工智能内容生产是人类和“类人”的合作生产，随着新内容生产主体的涌现，人工智能文明的出现便有了新迹象。科学、有效监管人工智能内容生产是高难度、复杂性行动，政府、平台、用户和社会等多元主体要坚持包容审慎的监管原则，协同监管，从而最大限度地促进社会发展、社会公正、社会透明和社会责任。正确的人工智能功能观、发展观，决定了人工智能内容生产能走多远。,人工智能; 智能内容生产; 类ChatGPT; AIGC; 人工智能文明;
智能政务ChatGPT化的前景与隐忧 网络首发,陈潭; 刘璇,电子政务,2023-04-03 12:00,期刊,0,595,作为全新的人工智能聊天机器人，ChatGPT将会推动全球科技创新竞争进入新的赛道，而这种技术的跨越必然带来越来越多的ChatGPT化应用场景。在政府治理领域，智能政务ChatGPT化会在强化科学行政、提升工作效率和降低行政成本方面发挥着应有的作用。由于以ChatGPT为代表的人工智能应用具备强大的语言理解和文本生成等功能，因而在智能决策、智能管理、智能服务和智能监管等政务服务场景中具有极大的发展前景。尽管我们对智能政务领域ChatGPT等人工智能技术的广泛应用充满着期待，但仍然需要注意就业排斥、知识产权、算法歧视、技术依赖和责任界定等系列问题的产生。基于此，需要采取相应的优化措施推动智能政务的升级和改进，以创造更加健康、稳健和可持续的智能政务生态。,智能政务; ChatGPT; AIGC; 人工智能; 智能政务生态;
腾讯等研发类ChatGPT产品 想象力就是科技品牌生命力,黄博文,每日经济新闻,2023-04-03,报纸,0,109,2022年11月30日，ChatGPT正式面世。时至今日，国内外各大科技巨头都在推出类ChatGPT产品。例如，微软的Bard、百度的文心一言、京东的ChatJD等。然而，技术的开发与创新最终还要落在应用层面，如何更好地应用，考验的不仅是技术力，还有想象力。 上周，腾讯控股（HK00700，股......,品牌生命力; 聊天机器人; 香港联交所; 贵州茅台; ChatGPT; 南方航空; 主板上市; 现金红利; 比亚迪; 净利润; 智能云; 阿里巴巴; 想象力;
人工智能2.0如何重塑数字经济格局,肖国强;周宇晗,浙江日报,2023-04-03,报纸,0,115,嘉宾： 潘云鹤：中国工程院院士、浙江大学教授、科技部新一代人工智能战略咨询委员会组长 林峰：之江实验室高级研究专家、人工智能研究院执行院长 胡志鹏：网易高级副总裁、雷火事业群总裁 从横空出世到短短几个月内迭代至4.0版，聊天机器人程序ChatGPT的一路“狂飙”，......,人工智能; 潘云鹤; 经济格局;
ChatGPT对文献情报工作的影响 网络首发,张智雄;于改红;刘熠;林歆;张梦婷,数据分析与知识发现,2023-04-01 09:57,期刊,0,1310,[目的]研究探讨以ChatGPT为代表的人工智能技术对文献情报工作的启示和影响，为文献情报领域提出在人工智能时代下的发展建议。 [方法]基于对人工智能发展历程的总结，分析了人工智能技术飞速突破的本质。基于ChatGPT的技术能力特点，分析了其对文献情报工作的影响。基于文献情报工作的优势和价值，提出了人工智能时代文献情报领域发展的建议。 [结果]总结出了人工智能技术迅速发展对文献情报工作的五点启示。从数据组织方式、知识服务模式、情报分析方法、文献使用方式、文献情报队伍建设要求以及文献情报工作重点六个方面分析了ChatGPT带给文献情报领域的影响。基于文献情报工作的特点，提出了人工智能时代文献情报领域发展的九条建议。 [结论]知识获取能力提升是人工智能技术飞速突破的本质所在。ChatGPT的成功也表明高价值语料是一切人工智能的基础。文献情报领域组织和管理着蕴含人类知识的高价值数据资源，这对人工智能的发展有着非常重要的价值和意义。ChatGPT重在内容生成，而文献情报工作重在循证，文献情报工作要顺应时代发展，积极应用和拓展人工智能技术，为人工智能的发展贡献文献情报领域的智慧和方案。,ChatGPT; 大规模语言模型; 人工智能技术; 文献情报工作; 科学研究;
ChatGPT热中的冷思考,陈超,竞争情报,2023-04-01,期刊,0,19,<正>2022年11月30日，OpenAI推出了ChatGPT，引起了大众的广泛关注，在短短5天内就发展到100万用户。Chat GPT发布仅2个月，月活跃用户就超过了1亿。要知道，“1亿用户”可不是个“小目标”，达到这一数字，Facebook用了4.5年，Whats App用了3.5年，Instagram用了2.5年，谷歌则用了将近1年。Chat GPT横空出世，成为了万众瞩目的焦点，几乎所有人都在讨论它，其传播速度堪比新冠病毒。埃隆·马斯克（Elon Musk）是Open AI的创始人之一，他说：“Chat GPT优秀得可怕。我们离危险的强大人工智能不远了。” 2023年2月初，Chat GPT更是开启“狂飙”模式，引发新一轮技术升级、产业重构、资本狂潮、巨头逐鹿。,无
ChatGPT现象与面向未来的人才培育,吕建中,中国眼镜科技杂志,2023-04-01,期刊,0,204,"<正>使用ChatGPT是十分有趣的体验,我尝试把它用在一些正在构思的议题调研上,让其代替做一些议题确立初始阶段所需的信息收集、分类、归纳的工作。它确实能帮助我很快框定议题范围、层次结构,节约时间,提高效率。不过,ChatGPT对同一个问题的回复有比较显著的随机性,对于议题研究而言,在一致性、权威性、公正性、准确性方面还远不尽人意。AI对于信息质量的辨析能力还赶不上人类,",无
科技企业竞跑ChatGPT赛道 多领域智慧应用可期,郭倩; 袁小康,山西老年,2023-04-01,特色期刊,0,0,"<正>近期,人工智能研究公司OpenAI推出的ChatGPT聊天机器人软件掀起热潮,国内已有百度、京东、科大讯飞等多家公司宣布进入此赛道。接受采访的多位业内人士表示,ChatGPT代表了人工智能向更加智能、更加通用方向发展的趋势,预计未来自然语言处理方面的人工智能发展将继续加速,并应用于经济社会领域的更多场景,但大规模成熟商用仍需进一步摸索。",无
ChatGPT风起向何方,张岚舒,世界知识,2023-04-01,期刊,0,39,<正>2022年11月30日，一款名为ChatGPT的应用程序横空出世，上市五天后用户即破百万，仅用了两个月时间便在全球收获1亿月度活跃用户，取代TikTok（抖音国际版）成为史上增长最快的消费者应用程序，每天有超3000万人使用。与之对话的新奇体验及其带来的行业变革潜力更是持续引发热议。ChatGPT何以成为现象级应用，又正在全世界刮起怎样的风暴呢？,无
ChatGPT与会计变革：理论框架、应用场景及应对策略 网络首发,王攀娜; 吴悦; 王唯; 王苓莹,重庆理工大学学报(社会科学),2023-03-31 09:15,期刊,0,1029,当前ChatGPT引领新一代人工智能技术革命浪潮，成为全世界关注的焦点，将使会计领域产生什么变革？从会计职能、会计要素和会计信息3个层面探析ChatGPT对会计理论框架的影响，探讨其在数据处理、经营分析、咨询服务、绩效管理、战略规划中的应用场景，并讨论了会计实践应对策略。对推进人工智能会计理论及实践研究做出了有益的探索。,ChatGPT; 会计变革; 智能会计; 人工智能;
利用ChatGPT优势完成教育目标,王悠然,中国社会科学报,2023-03-31,报纸,0,106,长期以来，教育界对技术创新及其在教学中的应用看法不一，争论涉及的产品和技术，从电子计算器发展到智能手机、笔记本电脑再到人工智能，最近的焦点无疑是新一代大型语言模型ChatGPT。从K-12（幼儿园至高中）教育到高等教育和科研领域，关于ChatGPT的功用和潜在危害、适应还......,人工智能技术; 教育工作者; ChatGPT; 完成教育; 学习体验; 科研伦理; 麦克奈; 学术诚信; 评估方式; 格里森;
中国电信挖掘类ChatGPT服务商机,刘晶,中国电子报,2023-03-31,报纸,0,0,本报讯 记者刘晶报道：近日，中国电信公布了其2022年财报，全年营收4814.48亿元，同比增长9.5%。其中，服务收入为4349.28亿元，同比增长8%。净利润为275.93亿元，同比增长6.3%。2022年，中国电信的基础业务收入持续增长，更突出的是产业数字化收入增长了19.7%，天翼云实现了......,ChatGPT;
广告来敲门 ChatGPT也带货？,方彬楠; 赵天舒,北京商报,2023-03-31,报纸,0,0,当特斯拉CEO马斯克还在网上发起联名信呼吁终止AI研究时，微软已经计划好在AI聊天框里插入广告了。当地时间周三，微软副总裁Yusuf Mehdi在博客中表示，微软正在“探索在必应聊天中放置广告”，并且希望“与内容贡献给必应的合作伙伴分享广告收入”。 微软公关总监Caitlin Rou......,ChatGPT; 人工智能;
实践观视域下ChatGPT教学应用的路径选择 网络首发,郑燕林; 任维武,现代远距离教育,2023-03-30 10:44,期刊,0,1610,较之于以往的人工智能工具，ChatGPT支持更自然、更准确、更连贯、更高阶的人机对话，受到了各行各业的广泛关注，在教育领域也引发了热议。在实践观视域下，从实践工具、实践过程、实践主体和实践场域四个方面探讨推进ChatGPT在教学实践中得以有效应用的可能路径。一是分析ChatGPT作为教学实践工具的功能性——教育工作者有必要以开放的心态、前瞻的视角理性分析人工智能工具的教育应用价值和可能带来的风险及挑战。二是提升教学实践过程的创造性——利用ChatGPT促进教学实践过程三大要素（教学目标、教学方式与教学评价）的创新。三是增强教学实践主体的能动性——提升师生的通识人工智能素养，尤其是要开展专项培训提高教师的ChatGPT教学应用水平。四是确保教学实践场域的清朗性——加强对ChatGPT教学应用的治理，确保ChatGPT在教学实践过程中得到合乎法律法规与道德规范的应用。,ChatGPT; 实践观; 人工智能; 教学创新; 人工智能素养;
ChatGPT要抢医生“饭碗”？,杨瑞静,医师报,2023-03-30,报纸,0,0,"医师报讯(融媒体记者 杨瑞静)近两个月来,ChatGPT就像一颗“重磅炸弹“,投向各行各业。其中,人工智能对生命健康带来的变革,正在以超出医生和患者目前认知的速度到来。对于这些变革,有人欢喜有人忧。目前来看,ChatGPT在医疗行业有巨大应用前景。但与此同时,医疗从业人员开始担......",医院副院长; ChatGPT; 医疗行业; 人工智能技术;
ChatGPT 超级GPU 大咖这么看,李晓平,厦门日报,2023-03-30,报纸,0,150,他曾是华为的002号，带队推出国内首例HJD48小型模拟空分式用户交换机，填补当时中国交换机市场的空白；后来他又顶着巨大压力，研发推出万门数字程控交换机，在当年就斩获13亿元订单，为华为打开了全新局面；也是他力排众议，保住了华为的消费终端，才有了后来风靡全球的华为......,ChatGPT; 华为公司; GPU; 光刻技术; 硅基芯片; 科技创新; 营商环境; 消费终端; 数据中心; 芯片制造; 消费电子;
