题名,作者,来源,发表时间,数据库,被引,下载,摘要,关键词
ChatGPT:本体、影响及趋势,黄荣; 吕尚彬,当代传播,2023-03-15,期刊,0,0,本文聚焦全球最红应用ChatGPT，围绕ChatGPT是什么、产生了怎样的影响、未来发展趋势如何三大议程开展研究。研究发现ChatGPT是接近通用人工智能（AGI）水平的应用程序；从影响上看，ChatGPT改变了平台运行规则，以提供高质量问答模式成为无中介化媒介，通过巨头布局和OpenAI的商业扩张正逐步走向基础设施化，其初级生态已经形成，web2.0时代的UGC（用户生产内容）、PGC（专业生产内容）、PUGC（专业用户生产内容）正在被消解，AIGC(AI生成内容)利用AI技术自助生产内容，开始蓬勃成长；从趋势上看，机器人世已经出现，走向强人工智能时代成为必然。伦理层面思考反向恐怖谷效应，探索超越阿西莫夫机器人三原则至关重要；技术演进层面，强调负责任的技术创新，倡导有序限制人工智能发展速度。,ChatGPT; 通用人工智能(AGI); 无中介化媒介; 机器人世; 反向恐怖谷效应;
ChatGPT：与金融行业博弈,马文博,中国商界,2023-03-15,期刊,0,282,<正>如果要问近期最火的消息是什么，那无疑是ChatGPT的问世。这款人工智能应用给各行各业带来了冲击，它不仅能够“吟诗作对”，还能编代码写程序，就连行业壁垒甚高的金融业都上了“即将被替代掉的十个行业”名单。,无
ChatGPT——最智能的聊天机器人程序,蔡剑媚,教学考试,2023-03-15,特色期刊,0,4,"<正>AI bot ChatGPT—the Most Intelligent Chatrobot Professors, programmers and journalists could all be out of work in just a few years, after the latest chatbot from OpenAI stunned onlookers with its writing ability, proficiency at complex tasks, and ease of use.",无
我们和火爆全网的ChatGPT聊了聊汽车行业,陈琦,汽车与配件,2023-03-15,期刊,0,175,<正>由人工智能实验室OpenAI研发的ChatGPT，大概是编辑部首次寻觅到的非人类受访者。ChatGPT表示，在汽车产业中，它可以作为一种辅助工具，协助汽车销售与客服人员，通过提供客户信息和帮助客户解决问题来提高效率。“不过，作为一种人工智能，我不能完全替代人类工作，因为人类仍然是最具判断力和创造力的生物。”,无
ChatGPT：引领零售业变革,马文博,中国商界,2023-03-15,期刊,0,77,<正>最近，美国人工智能研究实验室OpenAI开发的聊天机器人模型ChatGPT席卷全球。从写论文到写情书，从金融分析到诗歌创作……高度智能化的ChatGPT仿佛无所不能，引发了“人工智能将如何改变世界”“人工智能会取代人类吗”等热议。那么，对于零售业来讲，神通广大的ChatGPT能带来怎样的改变呢？,无
通用人工智能(AGI)的技术、应用及安全问题：以ChatGPT为例,郝国强; 李星莹; 杨琴,传承,2023-03-15,期刊,0,86,"随着人工智能(AI)技术的快速发展，通用人工智能(AGI)技术正在快速崛起。文章以ChatGPT为例，描述通用人工智能技术与ChatGPT崛起的内在逻辑，认为它有助于消除“技术鸿沟”,推动计算平权，具有划时代意义。通用人工智能技术将打破“摩尔定律”的禁锢，以“季度定律”为主导，或以数倍于半导体行业速度快速发展。ChatGPT首创的半营利模式暂时取得了商业运营和技术创新之间的平衡。AGI技术的核心方法包括监督学习、增强学习、多任务学习等，已广泛应用于教育、医学、学术研究和人工智能生成内容(AIGC)等领域。但是，AGI技术存在数据安全问题、伦理问题和社会问题等。该文针对构建可信AI提出保护用户隐私、建立可信AI认证体系和加强消费者教育三条建议。",ChatGPT; 通用人工智能(AGI); 安全问题;
ChatGPT拉开AI新时代帷幕,黄实; 张文帝; 杨雅清,中国电信业,2023-03-15,期刊,0,4,<正>AIGC成果备受关注近期，人工智能研究公司OpenAI发布的ChatGPT备受关注。ChatGPT以“聊天机器人”的身份问世，近期因为协助办公能力和改变人类生产工作模式的潜力而广受期待。目前，ChatGPT已成功通过谷歌的编程面试，拿到年薪18.3万美元的L3（谷歌的入门级别）offer；通过沃顿商学院MBA的期末考试，获得B到B-的综合成绩，在某些问题上甚至给出A+级别的回答。,无
赵国栋：ChatGPT或将引爆第四次科技革命,郑仙蓉,企业家,2023-03-15,特色期刊,0,57,<正>互联网深刻改变了人们的生活。面对海量信息，以及互联网固有的延异属性，现代人必须创造一个更先进的工具和方法来处理信息、管理知识。2022年11月30日，全新聊天机器人模型ChatGPT应运而生。ChatGPT呼啸而来，搅动了人工智能业的一池春水，也将给人们生活的方方面面带来巨大改变。同时，ChatGPT的出现，将带来一场深刻的生产力变革，而这场变革会影响千千万万个企业和企业家。,无
ChatGPT的媒体应用,刘伊纯,企业家,2023-03-15,特色期刊,0,55,<正>开始部署人工智能设备美联社（AP）将为密歇根、波多黎各等地方新闻媒体部署5台人工智能设备，帮助地方新闻编辑部提升自动化和人工智能技术水平。这些设备具有自动提取公共会议提要、自动翻译新闻预警等功能，可以为新闻的商业模式运作提供更加长久的支持。措施主要包括：为明尼苏达报纸《布雷纳德电讯报》建立将公共安全事件自动写入内容管理系统的设施；,无
ChatGPT：助力高等教育变革与创新型人才培养,沈超,国家教育行政学院学报,2023-03-15,期刊,0,265,<正>近年来，人工智能技术的快速发展正在为各个领域带来深刻变革，高等教育领域也不例外。在众多人工智能技术中，ChatGPT作为基于GPT-3.5架构的大型语言模型，在社会层面的新兴发展将会对高等教育产生深远影响。本文重点从ChatGPT对高等教育变革以及创新型人才培养的影响两个方面进行探讨。,无
抢抓ChatGPT发展机遇 助力成都人工智能产业建圈强链,张宇,先锋,2023-03-15,期刊,0,32,<正>新一代人工智能在世界范围内蓬勃兴起，已成为经济发展新引擎和国际竞争新焦点。随着“弱人工智能”向“强人工智能”的发展，超大规模预训练模型（即Chat GPT）在生成式人工智能领域快速渗透，形成了以Chat GPT为雏形的“通用人工智能”产品。在今年全国两会上，科学技术部部长王志刚说，Chat GPT之所以引发关注，因为它是一个大模型、大数据、强计算，有很好的计算方法。,无
ChatGPT对教育的多重变,夏立新,国家教育行政学院学报,2023-03-15,期刊,0,229,"<正>世界数字教育大会的顺利举办预示了人工智能技术与教育深化融合的未来之路，新一轮科技革命和产业转型加速推进并深刻影响着教育的发展，人工智能技术正快速渗入教育领域的教、学、管、评以及研究等各个层面，形成全新的数字教育生态。人工智能内容生成技术（AI Generated Content, AIGC）快速发展，在绘图、编程、写作等领域展现出惊人的能力，被Science评为2022年度科学十大突破之一。",无
从ChatGPT爆火看人工智能大势,胡滨雨,中国电信业,2023-03-15,期刊,0,5,<正>开放注册两个月用户数破亿，ChatGPT火爆的背后是人工智能算法、算力和数据的再一次融合升级。现象级的ChatGPT带动人工智能第三次浪潮的再次飞跃和各国、各企业的AI竞赛。在人工智能领域，全球目前尚未形成绝对主导的技术依赖和产业生态，我国的新型举国体制如能发挥更大的作用，将给AI的发展提供极为有力的支持。中国人工智能从0到1的技术突破需要沉下心来长期深耕、从1到100的商业化则需要完整的产业生态和市场化企业低成本的商业破局。,无
AI的进步与人的后退——ChatGPT引发的担忧,李白咏,中国电信业,2023-03-15,期刊,0,0,<正>ChatGPT是当前人工智能领域的热词。在与其“聊天”的过程中，无论谈论什么领域的内容，这款源自美国旧金山的人工智能聊天机器人似乎都能够撰写出像模像样、言之有物的文本。目前来看，ChatGPT的成功无疑是“出圈”的，社交媒体上已经出现了大量与之相关的内容，人们纷纷晒出了自己与这款划时代的聊天机器人之间的“聊天记录”，或是惊叹于回答内容的丰富性，或是调侃其中包含的低级错误，或是利用它来提升工作效率等。从应用表现来看，,无
未来社会是非智力因素的竞争——写在ChatGPT新纪元之际,钱志亮,教育家,2023-03-15,特色期刊,0,81,<正>教育是什么？美国著名心理学家斯金纳曾在《新科学家》杂志上发表过这样的言论“：当把学校教给的一切知识都忘记之后，剩下的就是教育。”后来，爱因斯坦引用了这段话，他是这样说的“：我们的生活就是运用剩下的内容去思考，去迎接并战胜困难，去开创我们的事业，去追求我们的美好生活。”那么，“剩下的”是什么呢？在ChatGPT对教育提出严峻挑战之际，我们可以看出“剩下的”就是学习力，即诱发学习的注意力和好奇心、驱动学习的主动性和积极性、保障学习的决断力和习惯、维持学习的自觉性和坚持性、优化学习的计划性和条理性。,无
ChatGPT带来的机遇与挑战,编者,企业家,2023-03-15,特色期刊,0,119,<正>ChatGPT是人类迎来的一场新技术革命，它正在对哪些工作岗位造成影响？会导致哪些行业消失？哪些公司急需因此转型？小公司如何抓住ChatGPT的机会逆袭？2023年2月15日，由北京险峰长青投资咨询有限公司（以下简称险峰投资）主办的ChatGPT圆桌论坛在线上举行，主持人为险峰投资副总裁李抗。本期特刊发论坛嘉宾发言摘要（内容有删节，未经本人审阅）。,无
ChatGPT会替代人类工作吗,陈思进,法人,2023-03-15,期刊,0,460,"<正>ChatGPT这一现象级产品横空出世以来，在全球范围内热度居高不下。科技巨头掌门人和商界大佬均在公开场合表达对人工智能（AI）进展的看法，尽管褒贬不一，但均认为该领域风险和机遇并存。据央视财经微博2月27日消息，美国《财富》杂志网站报道，2月初，一家提供就业服务的平台对1000家企业调查显示，近50%的企业表示“已经在使用ChatGPT”,30%的企业表示“有计划使用”。而在已经使用ChatGPT的企业中，48%已经让其代替员工工作。",无
人工智能助力廉政建设的可能性前瞻,杜治洲,人民论坛,2023-03-15,期刊,0,151,在人工智能技术已经普遍应用于政府治理和社会治理实践的背景下，ChatGPT的出现也将对廉政治理产生广泛而深远的影响，给反腐败工作带来巨大的机遇和严峻的挑战。ChatGPT能够大幅提升廉政治理决策的科学性、预防腐败制度的严密性、腐败查处的及时性和廉洁教育的有效性。同时，高效的信息搜索可能为“想腐者”提供大量的腐败机会和高明的腐败手法，便捷的信息生产可能刺激“已腐者”对抗查处，对技术应用的过度依赖可能弱化廉政治理的主观能动性和创造性。未来应充分发挥ChatGPT对廉政治理的增效功能，推进廉政治理数据的有序开放，加速中国版ChatGPT的研发，强化对人工智能技术的安全审查。,ChatGPT; 人工智能; 廉政治理; 反腐败;
聊天机器人会影响文明发展吗？,孙瑜,天津日报,2023-03-15,报纸,0,252,时下，由人工智能公司OpenAI研发的通用聊天机器人ChatGPT，以强大的文字处理和人机交互功能迅速成为炙手可热的新一代人工智能产品。与此相关的多个话题持续登录各种热搜头条。种种迹象表明，以ChatGPT为代表的人工智能已经逐步影响到人类生产和生活的方方面面。从古至今，科......,人工智能技术; 伦理挑战; GPT; 人类智能; 聊天机器人; 智能体;
拨开ChatGPT迷雾,任超,企业家,2023-03-15,特色期刊,0,17,<正>2023年，ChatGPT顶替元宇宙的地位，从技术界成功破圈，站上C位。它验证了AI算法是可落地的，给AI、互联网等领域带来新的故事，产生了新的想象空间。在这里，我将从价值和问题的角度出发，尝试拨开ChatGPT的迷雾，尽力找出真相。从发展上看，ChatGPT既重要也不重要。重要的是，它不仅是AIGC(Artificial Intelligence Generated Content，利用人工智能技术来生成内容)方向的重大突破，在应用层上的亮眼表现也成功做出AI领域To C方向的表率，消除了社会对AI应用和其商业化的疑虑；不重要的是，,无
新一代人工智能技术（ChatGPT）及其对人类社会的影响与变革 网络首发,张夏恒,产业经济评论,2023-03-14 09:22,期刊,0,5572,ChatGPT的火爆出圈引发了国内外的高度关注与重视。作为新一代人工智能技术，在理解ChatGPT时不仅要突破聊天机器人的局限，更要突破技术本身的范畴，本文认为ChatGPT是数字技术加持的能够与人类实现智能交互的认知理解模式，并体现出大数据、大算力、大算法、人智化等显著特征。新一代人工智能技术对人类影响是多维的，尤其从时空场域、生产关系、生活方式等方面对人类活动及其社会生活带来巨大的影响。ChatGPT是发展趋势，对人类社会活动带来许多的正面作用，但也不能忽视新技术所伴随的一些问题，如能否引发科技革命、是否会淘汰人类、是否作恶等。整体上看，我们要对新一代人工智能技术保持包容审慎的观点，更要通过一系列举措，尤其要研发自主可控技术来有效推动新一代人工智能技术发展与应用。,ChatGPT; 新一代人工智能技术; 人类社会; 应用场景;
ChatGPT侵入苹果生态 Siri将迎接哪些挑战？,李孟林,每日经济新闻,2023-03-14,报纸,0,188,火爆的ChatGPT已经展现出了领先时代的超强对话能力，但其互动界面仍然很“古典”：要体验这款生成式AI，你必须得打开浏览器输入网址登录。为了更加便捷地使用ChatGPT，已经有第三方开发者推出了苹果系统的应用程序。 当地时间3月8日，苹果应用商店批准了一款适用于Apple Wat......,ChatGPT; 程序员; 机器学习;
ChatGPT来了，当科幻照进现实,宋琼芳,健康报,2023-03-14,报纸,0,326,近日，一款名为“ChatGPT”的聊天机器人再次引发公众对于人工智能的热议，似乎科幻电影中关于未来世界的畅想正慢慢变为现实。我国微创外科领军人物，上海交通大学医学院附属瑞金医院普外科主任郑民华是一位科幻爱好者及电影发烧友。让我们在他的带领下，从ChatGPT对医学界的......,人工智能; ChatGPT; 科幻电影;
ChatGPT浪潮重构互联网生态 哪些创业机会涌现？,文巧,每日经济新闻,2023-03-14,报纸,0,329,ChatGPT依然在搅动人工智能（AI）风云。尽管谷歌在过去的两年中由于谨慎的态度未能发布Bard，让OpenAI抢占先机。但作为硅谷巨头，谷歌从来不缺乏“后来居上”的决心和实力。 当地时间3月6日，来自谷歌和德国柏林工业大学的一组AI研究人员公布了史上最大的视觉语言模型：PaLM......,视觉语言模型; 创业机会; ChatGPT; 机器人; 自然语言处理; 创业者; 每日经济新闻; 训练集; 流程自动化; 聊天软件; 对话集; 多模态;
挑战·融合·变革：“ChatGPT与未来教育”会议综述 网络首发,邱燕楠; 李政涛,现代远程教育研究,2023-03-13 10:08,期刊,0,4751,随着ChatGPT的出现及其在教育领域的应用发展，人类智能与人工智能协同发展、教育共生的新时代已然来临，重塑人工智能技术对人类教育变革的机遇和挑战已变得十分关键。2023年3月4日，“ChatGPT与未来教育”学术研讨沙龙在华东师范大学召开。人工智能与未来教育领域的专家、学者通过主题报告等形式，从教育理论和实践的双重视角探讨了ChatGPT与未来教育的关系及其相互间的转化影响。首先，有关学者从ChatGPT的基本原理及其教育影响、智能涌现及其教育思维、能力边界及其教育应用以及工具价值及其教育问题四个维度，讨论了ChatGPT的特性与功能对于人类教育的价值与影响。其次，在关系重构中，ChatGPT也使教育面临不少挑战，关于“教育如何保存做人的尊严？”“教师如何绝处逢生、教以成人？”“学生最重要的能力素养是什么？”以及“中国教育如何培养创新型人才？”等问题引发了新思考，并从加强高质量数据与真实有价值的知识的相互转化、加强教师协同人类智能与人工智能融合育人的能力、加强学生全方位数字素养的培育以及加强五育融合一体化教育发展模式的设计等多方面提出了针对性策略。再者，立足人机融合新图景，发现人类教育与学习形态、人类教育的历史叙事、未来教育的变革方式以及教育科研的研究工具都在发生改变。最后重点探析了生成式人工智能影响下未来教育的关键变革，包括“复合教育者”的诞生、教育底层逻辑的重塑、教育生态转向共生以及学术生产新场景的转换。,ChatGPT; 未来教育; 复合教育者; 人机协同; 会议综述;
类ChatGPT技术能否重塑保险业,戴梦希,金融时报,2023-03-13,报纸,0,228,近一段时间，迅速走红的ChatGPT持续引发其在各行业应用性与发展前景的讨论。与此同时，被视作中国版ChatGPT的百度“文心一言”也引得国内包括保险公司在内的多家金融机构青睐，相继宣布成为其首批生态合作伙伴。 业内专家在接受《金融时报》记者采访时表示，目前，ChatGPT可......,人工智能; 《金融时报》; 保险业; 保险代理人; ChatGPT;
打开人工智能的“黑箱” 从ChatGPT走红说起,王大鹏,科学大观园,2023-03-13,特色期刊,0,203,<正>虽然我们每天可能都在接触各种人工智能的应用，但是似乎没有哪一个人完全了解这背后的逻辑和知识架构，似乎人工智能背后仍然是一个“黑箱”，有待于我们去深入了解和研究。如今我们进入了一个智能时代，而人工智能也以这样或者那样的方式在影响着我们的生活，虽然有时候我们并未察觉，但是不可否认的是，,无
四川如何拥抱ChatGPT？,李媛莉; 徐也晴,四川日报,2023-03-13,报纸,0,208,ChatGPT的热度不减——2023年全国两会首场“部长通道”上，科技部部长王志刚已经是近期第二次公开谈到它。无论是在专业社群还是在大众舆论场，ChatGPT的话题度也居高不下，不断有人发问：ChatGPT的出现意味着什么？会怎么改变我们的生活？川观智库邀请8位来自高校和科研机构......,人工智能技术; ChatGPT;
“极客”法官，让打官司更省心,王闲乐,解放日报,2023-03-13,报纸,0,55,如果走进一位法官的办公室，你会在书架上看到哪类书？相信绝大多数会猜是法律书籍。但普陀区法院执行局局长朱骏不一样，书架上除了法律书籍，还有大量介绍计算机、编程，包括时下最热门的ChatGPT的书籍。 “我学的是法律专业，但一直对计算机技术很感兴趣，有时也会自己开发......,全流程; 审监庭; 普陀区; 网上办案;
ChatGPT新一代人工智能技术发展的经济和社会影响 网络首发,郑世林; 姚守宇; 王春峰,产业经济评论,2023-03-12 14:10,期刊,0,7949,ChatGPT作为新一代人工智能技术，将深刻地影响人类的经济和社会发展。本文分析了ChatGPT在人工智能产业、劳动力与就业、教育、以及科学研究和科技伦理等多个领域的发展机遇与挑战。研究认为，ChatGPT加速了生成式AI布局、劳动力市场结构演进和教育体系重塑，但与此同时也带来了科技与学术伦理、价值渗透、信息泄露等问题。此外，ChatGPT也存在着潜在威胁，其快速产业应用给传统产业带来了难以估量的“调整成本”，相应的认知污染可能会引发知识和价值观偏差。为充分利用好ChatGPT带来的发展红利，加速各种应用场景落地，并防范其可能引发诸多冲击和风险，本文最后亦提出了系列政策建议。,ChatGPT; 人工智能; 技术冲击; 社会变革; 政府监管;
从ChatGPT到雕塑的杂想,姚谦,新民周刊,2023-03-12,特色期刊,0,18,<正>当ChatGPT的热度远远超过不久前媒体不断煽动而红的元宇宙与NFT时，很多人还是猜想着：会不会又是一场借科技之名的金融游戏。但是这次好像是有点不同，元宇宙与NFT更像是一种被创造出来的需求，那是原本可以不需要的东西；因此只见厂商尽施利诱手段外，群众反应困惑，最终好像也只引出一波好奇潮而已。,无
ChatGPT等智能内容生成与新闻出版业面临的智能变革 网络首发,陆小华,中国出版,2023-03-10 14:28,期刊,0,2273,ChatGPT等智能内容生成工具能够根据问题智能生成内容，而不是简单调取预设答案和已有内容。智能内容生成技术是一种具有很大潜力、变革力、推动力的技术群，ChatGPT的上线带来新奇体验、用户卷入、新赛道和引发变革等方面有巨大震荡效应。智能内容生成是正迅速演进的智能变革在新闻传播领域的表现。从“知识”维度观察，智能内容生成在知识萃取、知识生产、知识传播方面给新闻出版业带来改变与挑战。与人工智能共生是智能变革中的应有思维与生存方式：应深刻认识人的主体性、充分发挥能动性，以智能思维认识并应对智能内容生成带来的变革；以探索思维运用智能内容生成工具从而获得高质量知识性内容；提升智能素养，研究制定智能内容生成技术发展、运用相关的规则体系，确保人工智能工具的运用在伦理、规则、法律约束下进行。,智能内容生成; ChatGPT; 人工智能; 智能变革; 知识生产;
ChatGPT对图书馆工作的影响——圕人堂专题讨论综述,王启云,大学图书情报学刊,2023-03-10,期刊,0,640,ChatGPT作为一款人工智能技术驱动的自然语言处理工具产生了令人震撼的影响。“ChatGPT对图书馆工作的影响”话题引发了圕人堂成员较为深入的交流与探讨。大家各抒己见，精彩纷呈，予人启迪。,图书馆工作; 聊天机器人; 人工智能; 信息技术; ChatGPT;
ChatGPT生成内容属于谁，存在何种法律风险？,李伟华,上海企业,2023-03-10,期刊,0,747,"<正>近日,OpenAI发布了其人工智能聊天机器人原型ChatGPT,该机器人因其对咨询的类似人类的详细回答而在公众中获得了很大的关注,比如起草艺术家和制作人之间的合同以及创建详细的代码,并可能彻底改变人们使用搜索引擎的方式,不仅仅是提供链接供用户筛选,而是解决复杂的问题并回答复杂的问题。",无
类ChatGPT可能是人工智能最大技术跃迁,齐旭,中国电子报,2023-03-10,报纸,0,464,当下，以ChatGPT为代表的认知智能技术的突破引发全球热议和关注。全国人大代表、科大讯飞股份有限公司董事长刘庆峰认为，应当加快推进我国认知智能大模型建设，在自主可控平台上让行业尽快享受AI红利。 “随着时间的推移，ChatGPT将不仅仅是一个对话式的机器人，而会是给各......,人工智能; ChatGPT; 智能技术;
培养实战型科创人才 加快国产化ChatGPT研发,杨子怡,人民邮电,2023-03-10,报纸,0,185,如何培养科技创新型人才，以人才之力助推数字中国建设？两会期间，全国政协委员、重庆邮电大学校长高新波在接受《人民邮电》报记者专访时表示，要加强基础学科建设、学科交叉融合，转变人才培养模式，推动产教融合人才培养和校地协同发展，促进实战型科技创新人才快速成长。,实战型; ChatGPT; 人才培养模式;
ChatGPT是一面时代之镜,无机客; 菲利普·鲍尔,世界科学,2023-03-10,期刊,0,135,<正>语言人工智能以效率弥补它们缺少的人性。计算机和信息科技曾经被褒奖为一场教育革命。它们带来的益处是不可否认的。它们能给学生提供远远超过一本教科书的海量资讯。它们能让教育资源变得更加灵活，可以针对个体的需求进行剪裁，它们能让学生、父母和教师之间的互动变得快捷方便。假若没有视频会议，各家学校在疫情居家期间该怎么办？,无
如何使数据中心变“绿”？,陈怡,上海科技报,2023-03-10,报纸,0,15,随着ChatGPT的火爆，微软（Microsoft）、谷歌（Google）、百度（Baidu）相继宣布对他们的搜索引擎进行重大改革，试图将大型人工智能模型整合到搜索中，以便给用户提供更丰富、更准确的体验。与此同时，与构建高性能人工智能搜索引擎竞赛相伴随的科技公司所需能源和碳排放量的......,数据中心; PUE; 人工智能;
