题名,作者,来源,发表时间,数据库,被引,下载,摘要,关键词
人工智能生成内容可版权论批判,李亚兰,法理——法哲学、法学方法论与人工智能,2022-06-15,辑刊,0,49,相较于不可版权论，人工智能生成内容可版权论秉持经济激励的理念，试图打破著作权法原有的理论预设与架构，故对其应作更为严格的检验。由于在人格主义论证方式之下，自然人智力付出过于微弱的人工智能生成内容几乎不可能符合道德律令从而成为著作权法层面上的作品。故可版权论者将眼光投向功利主义，试图完全摆脱主体问题的纠缠，直接以“可能产生的结果”为出发点论证赋予人工智能生成内容作品地位的必要性，并在此基础之上进行具体的制度设计。然而其理由都并不完备。通过引入麦考密克的二阶证立理论，对可版权论的论证方式进行反思，可以发现可版权论的功利主义论辩方式在标准上存在异化及单一的问题，且过度依赖“假定”这一思维工具，这是导致其观点发生逻辑疏漏的主要原因。可版权论对著作权法现有制度的颠覆，需要跳出人工智能领域，进行更高层级的讨论，经历体系化的检视，才有证立的可能性。,人工智能; 可版权性; 著作权法; 功利主义; 麦考密克;
人工智能生成内容的邻接权保护,鲁淼蕾,宁夏大学,2022-05-17,硕士,0,115,"随着社会经济的发展与科学技术的进步,人工智能这项新型技术在发展的过程中对人类社会现有的经济体系、法律制度和社会伦理产生巨大冲击。目前,人工智能已经可以通过对互联网大数据进行深度学习,通过算法自动生成与人类创作物具有高度相似性的作品。人工智能生成内容的逐渐成熟对传统著作权理论发起了挑战,同时也引发了学术界对其法律属性和保护模式的激烈探讨。法律制度随着经济发展不断变革,应当对新技术带来的新型法律关系做出回应,因此立足于人工智能发展现状,在平衡各方经济利益的基础上应当对人工智能生成内容进行合理规制。笔者认为,人工智能生成内容的相关权益应当纳入法律保护的客体范围。那么,对其该采取何种保护路径呢?首先,应当对人工智能生成内容的法律属性进行探讨:即人工智能能否具有法律人格?生成内容是否构成作品?对于这两个问题,本文观点是:不宜认定为作品;可以赋予智能机器有限的法律人格。基于对上述问题的回答,传统以作者为中心的狭义著作权法显然无法对人工智能生成内容进行规制,笔者结合各位学者观点,通过对现有理论模式进行分析后,认为通过增设新类型邻接权对人工智能生成内容进行保护最为合理,因此建议在我国《著作权法》中增设人工智能生成物邻接权,并详细规划人工智能生成物邻接权的具体内容。本文主要从四个部分论证对人工智能生成内容邻接权保护模式的构建:第一部分是对人工智能生成内容概念。简要介绍了与人工智能生成内容有关的一些理论,引入了人工智能生成内容引起的著作权纠纷案例,对于现有人工智能生成内容面对的法律困境以及立法必要性进行了探讨,为下文对人工智能生成内容的研究提供理论基础。第二部分是对人工智能成内容的法律属性进行了讨论,着重分析了是否应赋予人工智能法律主体资格,以及人工智能生成内容是否可以被认定为作品,为下文人工智能保护模式的讨论奠定了基础。第三部分是基于拟制有限法律人格,对学术界现有的几种人工智能生成内容保护模式进行了讨论,最终得出笔者认为最符合客观情况和立法现状的保护模式——新设邻接权保护模式。第四部分即从权利客体、权利内容、权利主体、权利限制几个方面分别对邻接权制度设计进行分析,以期解决人工智能生成内容的法律保护困境。",人工智能生成内容; 保护模式; 邻接权; 李丽婷; 法学·法律（专业学位） 年期：2023年第02期网络出版时间：2023-01-16——2023-02-15
独创性的客观主义判断标准反思——以人工智能生成内容为模型,李亚兰,知识产权研究,2022-03-31,辑刊,0,250,"在著作权法中,独创性的客观主义判断标准强调摆脱“创作过程”等主体性要素,而着眼于作品的形式符号本身。可版权论者试图借助客观标准证成人工智能生成内容的独创性。然而通过对客观标准的历史演进逻辑以及当前国内学界的认识进行分析,可以发现客观标准无法绝对摒弃主观要素,进而无法适用于对人工智能生成内容之独创性的判断。人工智能生成内容可版权性问题的关键也不在于主体问题,而在于选择更为公平的利益分配机制。基于“最小利益分配单元”这一视角,著作权法应当坚持将自然人作为利益分配的固定起点,充分考虑“创作可能性”,以更好地实现法的正义价值。",人工智能; 独创性; 客观标准; 创作过程; 利益分配;
人工智能生成内容的著作权研究,王思文,出版广角,2022-03-15,期刊,0,1227,人工智能技术给艺术创作等领域带来了无限的可能。目前，人工智能技术主要分为两类，一类是数据输入与成果输出型技术，另一类是机器学习和深度学习型技术。两者的可版权性已被大多数学者肯定，但后者的归属及生成物在法律上的认定仍然存在诸多争议。虽然著作权客体认定的两大属性一直存在争议，但争议点与著作权客体由何种技术生成关系不大。文章结合案例分析认为，参照著作权法所规定的著作权客体的两大属性，即可判断相关内容是否受到著作权法保护。同时，规制方向需要考虑国家政策导向，尊重社会合意性。,人工智能生成内容; 著作权主体; 著作权客体; 独创性; 表现形式;
再论人工智能生成内容在著作权法上的权益归属,于雯雯,中国社会科学院大学学报,2022-02-25,期刊,0,1202,随着算力、数据和算法的不断改进，人工智能的智能性不断增强。当人类的参与和控制逐渐减弱，开始辅助机器创作或者完全由机器自主创作时，经由人的意志决定性的解释方法将难以在既有法律框架下完成权益归属。从维护著作权法在“激励自然人创作”方面的价值取向和基本概念体系，促进人工智能产业健康发展及保护自然人创作者的合法权益角度分析，人工智能生成内容宜采用非赋权模式，以作为知识公有领域的组成部分。,人工智能; 著作权; 知识公有领域;
人工智能生成内容之著作权保护——以人工智能的工具属性为视角,邹晓玫; 陈彦霞,传播与版权,2021-11-22,期刊,0,1358,"人工智能的高速发展,使人工智能生成内容在法律上应以何种方式进行保护,成为法律领域必须明确的问题。从技术特征和产生过程来看,人工智能是功能高度自主化的人类工具,法律领域应当防范人工智能带来的功能风险,而非主体颠覆。人工智能的工具属性并不必然否定人工智能生成内容作为作品获得法律保护的可能性。在外观主义作品观下,人工智能生成内容通过设定外观主义的""创造性""标准,实现其外在标识化,从而有条件地获得著作权法保护。基于工具属性视角,人工智能作品以使用者为核心确立人工智能生成内容的著作权归属,更有利于其独立于智能工具本身的社会流转和价值实现。",人工智能; 作品; 著作权; 工具属性;
论人工智能生成内容的保护及其完善路径——以著作权法保护为视角,刘茹蕾,景德镇学院学报,2021-10-15,期刊,0,329,"近年来人工智能飞速发展,其生成内容是否属于《著作权法》上的""作品""及其权利归属,在法律上还存在较多分歧。本文通过对人工智能及其生成内容进行概念辨析,总结出人工智能的生成内容与自然人创作的作品在独创性和思想表达上存在不同,不属于""作品""范畴。但因其生成内容具有一定的文化和经济价值,因而将其纳入法律的保护范畴具有必要性。然后本文结合国内外人工智能的立法现状和实务经验,提出将人工智能生成内容纳入邻接权的保护范围。最后针对人工智能生成内容的特点,提出对其进行邻接权保护的完善路径。",人工智能; 深度学习; 著作权; 邻接权;
人工智能生成内容的可版权性问题研究——以“菲林”案为例,龚镘淳,中阿科技论坛(中英文),2021-10-10,期刊,0,424,"人工智能生成内容与著作权客体具有外观相似性,能否获得著作权保护就必须明确其实质能否作为著作权客体。从著作权法作品要件为切入点进行界定,争议主要集中于人工智能生成内容的独创性和智力成果属性上。本文通过研究认为,人工智能生成内容满足智力成果的外观要件,但其产生过程不符合智力活动这一实质要件,故不具备智力成果属性。因此,人工智能生成内容不符合独创性和智力成果两要件而不具有可版权性。",人工智能; 生成内容; 独创性; 智力成果;
人工智能生成内容的著作权法保护探究,周若玮,对外经贸,2021-09-30,期刊,2,848,"人工智能时代的到来向著作权体系提出了众多挑战。对人工智能的训练与开发涉及机器批量阅读是否构成对训练数据中的作品构成著作权侵权的问题,以合理使用制度作出回应是目前的最优选择。人工智能生成内容能否构成著作权法上的作品并由著作权法予以保护也值得探讨,因其生成内容具有人类作品的外观特征,且具有来源于人的独创性和智力成果属性,因此具有可版权性。自然人创作是著作权存在的基础,人工智能本身不具有主体资格,人工智能作品的权利应当由贡献创造性劳动的自然人、法人或非法人组织享有。",人工智能生成内容; 著作权; 合理使用; 可版权性; 权属;
人工智能生成内容著作权问题研究,李云端,法制博览,2021-08-05,期刊,1,358,"伴随着科技的进步与发展,AI改变世界,人类迎来了新的智能化风潮,人工智能逐渐融入人类生活的方方面面,为生活带来巨大的便利。与此同时,科技的发展使得人工智能产品能够创作出作品,这些作品甚至与自然人创造出的作品无异,关于人工智能所生成的内容是否受《著作权法》的保护也成了目前社会最具争议的焦点话题之一。本文根据我国现行《著作权法》的规定,探讨人工智能产品所生成的内容是否为《著作权法》所保护的作品。",人工智能; 著作权法; 权利归属; 保护;
人工智能VS自然人：论人工智能生成内容的归属,王子心,法制博览,2021-08-05,期刊,0,193,"随着大数据时代的到来,人工智能迅猛发展,对既有私法体系提出了前所未有的严峻挑战。如果将人工智能生成的内容认定为著作权意义上的作品,并不符合著作权中作品的规范要义;如果把人工智能归为《著作权法》中的作者,则违背了著作权法所追求的价值。随着现代科学技术的发展,人工智能生成的内容属于应该受到法律保护的信息,可以将其归入信息权所保护的范围。",人工智能产生的内容; 作品; 著作权;
论人工智能生成内容的不可版权性——以表现形式为中心 网络首发,陈虎,重庆大学学报(社会科学版),2021-07-05 13:57,期刊,0,1317,人工智能生成内容在表现形式上与人类作品高度相似，这为著作权法有关作品认定的规则带来挑战。不少观点据此主张，可以将表现形式作为可版权性判断的充分条件，认定人工智能生成内容构成作品。然而，将外观主义运用于著作权确权场合，忽略了创作过程等内在因素在可版权性判断中的重要意义。在作品构成门槛较低的版权法系国家，已存在将创作意图作为作品构成要件的反思，这理应引起我国法上的重视。仅依据表现形式赋权，会导致著作权法的激励价值落空，且无法解释为何不保护动物“创作”等其他缺乏内在要素的内容，这不仅为著作权客体准入标准带来混乱，还会造成权利寻租与著作人身权落空等消极后果。因此，人工智能生成内容不构成作品。,人工智能生成内容; 可版权性; 表现形式; 独创性; 创作意图;
人工智能生成内容著作权问题研究,张宁,北方工业大学,2021-06-02,硕士,0,422,"2016年,人工智能阿尔法狗(Alpha Go)战胜世界围棋冠军将人工智能变成了大众热烈讨论的话题。近几年来伴随着人工智能的发展,“微软小冰”发表诗集和歌曲,新华社写作机器人“快笔小新”写作新闻稿等消息一经放出更是将社会对人工智能的讨论推向了一波新的高潮,这些讨论的焦点主要集中在人工智能像人一样创作,其成果是否可以作为作品受到著作权法的保护,若其构成作品,人工智能作为非自然人,是否可以成为著作权法上的作者并享有著作权的相关权益;若其不构成作品,在当前的著作权法体系下,人工智能生成的内容该如何进行定性,相关权益又该如何归属。从前述内容可知,人工智能这一门高新技术产业给社会经济领域和技术领域带来了巨大的商业和科研价值的同时也给知识产权领域带来了挑战,尤其是在著作权领域。著作权法意义上的作品是围绕人类构建的,但人工智能生成内容的创作主体并非人类,如果将其纳入著作权法保护体系,势必会给传统的著作权主体造成冲击。在此种情况下,人工智能及其生成内容的界定,人工智能生成内容的可版权性、权利归属,是否要受到知识产权的保护等便成为了当前学术界亟待解决的问题。对上述的问题主要从以下几部分进行探讨:第一,人工智能生成内容的概述。该部分主要探讨了人工智能和人工智能生成内容的概念界定,人工智能生成内容的特点及类型。第二,人工智能生成内容知识产权保护的必要性。该部分主要探讨了对人工智能生成内容进行保护存在的不同观点,以及从激励论、商业主体的趋利本质和国际优势地位的竞争三个方面对其进行保护的必要性。第三,人工智能生成内容的可版权性。首先讲述了可版权性的争议,其次从客观的外在表达、智力成果、独创性三个层面探讨了人工智能生成内容具有可版权性。第四,人工智能生成内容的权利归属。从人工智能、编程者、投资者、使用者四个角度出发探讨每个主体是否可以成为权利的归属者,分析后得出使用者更适合成权利的归属者这一观点。",人工智能生成内容; 知识产权保护的必要性; 可版权性; 权利归属; 韩红兴; 尚志红; 李红娟; 法律硕士（非法学）（专业学位） 年期：2022年第01期网络出版时间：2021-12-16——2022-01-15
人工智能生成的文字内容著作权保护研究,石玮佳,天津大学,2021-06-01,硕士,0,3,"人工智能生成的新闻、分析类文章、诗歌、小说等类型的文字内容,与人类创作的文字内容的外在表现别无二致,亦具有一定的著作权市场价值,因此,其著作权保护问题引起了广泛的讨论和关注。我国司法实务中现有两则人工智能生成的文字内容侵权案例,但该两案判决对人工智能生成的文字内容性质认定及保护问题却做出了不同的回应。可见,人工智能生成的文字内容著作权保护问题亟待明确,本文针对人工智能生成的文字内容著作权保护问题进行研究,提出我国人工智能生成的文字内容著作权保护路径。本文主体共分为四个部分:第一部分,对菲林案与腾讯案进行了简要分析,并梳理了两案之间的共性与差别,分析后发现,菲林案并未全然否定人工智能生成的文字内容的法律权益,腾讯案也并非直接承认了人工智能的法律主体地位。第二部分,总结了我国人工智能生成的文字内容司法保护困境,一方面,是由于其外在形式与文字作品混同而生成过程又与传统文字内容存在差异所导致的客体认识之困;另一方面,是由于其直接生成主体无法律地位、间接主体权利分配问题所导致的主体判定之困。第三部分,回归著作权法基本理论,对人工智能生成的文字内容进行了可版权性分析,并对理论界现有的著作权保护模式及权利归属观点进行了辨析。第四部分,分别从司法、立法两个层面提出我国人工智能生成的文字内容著作权保护路径。本文认为,当前我国可以通过知识产权指导性案例的方式统一人工智能生成的文字内容的司法裁判标准,同时,司法者应当结合意思自治与利益平衡原则确定人工智能生成的文字内容权利归属问题;长远来看,我国应当通过立法明确人工智能生成的文字内容的地位并创设人工智能生成的文字内容著作权登记授权制度。",著作权保护; 人工智能; 文字内容; 俞风雷; 法律（法学）
人工智能生成内容著作权保护路径的研究,林倩珊,福建师范大学,2021-06-01,硕士,0,74,"人工智能技术与相关产业发展的势头迅猛,与此同时,凝聚人类最新技术结晶的人工智能机器带来了各类型、各形态的人工智能相关衍生产物。其中,大量经过模拟“人类智能”对已有知识“深度消化与自主学习”后,输出的兼具创造性与创新性智能内容也在此列。然而,现阶段我国尚未制定针对人工智能生成内容可能导致纠纷的相关解决法律,从而引发大量的亟待解决的法律问题。譬如:人工智能生成内容的法律性质(法律资格);属于何部门法的规制范畴;如何适用法律解决相关人工智能生成内容权属的法律纠纷等。首先,具体研究对象的明确是解决问题的重要前提。需要注意的是,由于各个区域科技水平发展的不平衡,人们对现行人工智能技术的了解存在偏颇。如果是简单机械地执行人类指令的弱人工智能,比如扫地机器人,则没有探讨其可能产生成果法律地位的必要性。笔者结合了我国人工智能技术发展的现状,界定课题所研究的对象是可以实现“自主学习”情形下,拥有“像人一样思考”的思维与能力的人工智能机器,具有一定的独立性与创造性。笔者将在文章详细阐释所界定研究对象的具体概念。在明确研究对象之后,本文以厘清人工智能生成内容法律性质为出发点,探讨其构成著作权法所规定的作品的可能性,试图以现行著作权法体系保护此类智能生成内容,以维护人工智能产业与技术的长远发展。在本文第一部分,笔者通过结合司法实务中法院的区别判决,以及理论研究上学者不同的意见分歧,指明了相关立法尚处于空白状态的人工智能生成内容法律保护路径的困境,对比现行其他保护路径的局限性,提出了予以现行著作权法上的作品资格保护人工智能生成内容是最佳路径,并在本文第二部分进行论证。故在本文第二、三部分,笔者就人工智能生成内容版权保护路径的关联性、正当性与可行性予以阐述,指出了人工智能生成过程与作品创作思维极其相似,且所输出成果具有对等的文化与社会价值等观点;并结合著作权法的立法宗旨与民事主体的伦理限制,谈及版权保护人工智能生成内容具有法理价值。最后,笔者依据国外相关司法实务的经验与立法修正,论述了此举的可行性并提出了可能产生法律风险的有效对策。在文章第四部分,笔者在肯定版权保护路径合理性的前提下,对具体作品制度的法律适用进行了构思与设计。并指出,独创性认定是作品制度中难以解决的问题,人工智能生成内容作品资格的确定,应当以此为突破点。据此,笔者通过比较传统作品与人工智能生成内容的创作主体、手法技巧与过程的差异,厘清人工智能生成内容独创性认定的特点与难点,并设计出在不打破现有作品制度的固有前提下,人工智能生成内容独创性认定的规则。即,判断人工智能生成内容是否具有独创性应当以主观主义标准为基本立场,遵循“受众补充论”方法判断创作者是否具有个性化表达,并且这种成果体现的创造性是否达到一定的“创作高度”。与此同时,结合创作者创作行为的独立性与目的性,进行综合判断。",人工智能生成内容; 可版权性; 独创性; 林少东; 民商法学 年期：2022年第11期网络出版时间：2022-10-16——2022-11-15
人工智能生成内容的著作权保护研究,葛城,安徽财经大学,2021-06-01,硕士,0,301,"随着我国综合国力的不断提升,互联网技术领域亦是迅猛发展,与此同时带来的还有人工智能技术长足的进步,有关人工智能政策与法律的研究逐渐成为人们关注的焦点,最典型的就是关于人工智能生成内容的作品认定及权利归属问题,已然成为当下研究热点。人工智能生成内容作为人工智能技术下的产物,某种意义上是与人类创作物无外观差别的作品,不过其中的首要问题是关于人工智能的生成内容性质的探究,作为自带特殊身份的作品,它们是否属于著作权保护的作品?进行著作权保护的必要性又是什么?以及他们的权利归属于谁?这些问题引起了理论界、实务界的关注,有关人工智能生成内容法律问题的讨论如火如荼。如何行之有效的对相关人工智能生成内容的著作权进行保护成为立法者不得不考虑的问题,有关人工智能生成内容的立法亦迫在眉睫。针对上述问题,本文第一部分首先从人工智能的概念以及主要类型出发,继而引出人工智能生成内容的概念与特征。第二部分从著作权保护人工智能生成内容的必要性出发,并从法理基础与现实需求两个角度进行分析,在法理基础中,通过人工智能生成内容属于智力成果以及基于司法实践可操作性、利益平衡理论的考量三方面进行阐述;在现实需求中,则是通过政策导向的必然与市场选择的结果入手进行说明。第三部分从我国人工智能生成内容著作权保护面临的困境入手,结合中国实际立法现状对当前生成内容的可版权问题的困境进行探讨,分析中国当前关于生成内容的司法判例及借鉴知识产权领域诸多学者的观点,归纳出当前我国理论界对于生成内容可版权问题的争议焦点。同时,整理出相关学者对生成内容权利归属问题的观点与论证理由。第四部分从域外人工智能生成内容的著作权立法实践的角度出发,并从以英美为代表的英美法系和以日韩为代表的大陆法系作为探讨,进一步了解其关于人工智能及其生成内容的立法安排。第五部分在探究域外立法安排的基础上,结合我国国情,思考探索出关于我国人工智能生成内容著作权保护的对策,针对人工智能生成内容的可版权问题认为应当以人的智力成果和独创性要素作为人工智能生成内容作品的判定标准,并对智力成果要素和独创性要素下的独立性与创造性进行详细阐述。关于人工智能生成内容的权利归属问题,本文通过划分是否具有约定的情况,先说明在利益主体间存有约定时,应当坚持约定优先的原则。而在利益主体间无约定或约定不明时,本文从现实角度出发对多方之间的具体权益关系进行分析,最终做出在无约定或约定不明时将投资者认定为人工智能生成内容权利主体的现实安排。",人工智能生成内容; 著作权; 可版权性; 权利归属; 邵燕; 法律硕士（专业学位） 年期：2021年第10期网络出版时间：2021-09-16——2021-10-15
人工智能生成内容邻接权保护研究,韩立华,河南财经政法大学,2021-05-31,硕士,0,74,"人工智能已经被广泛应用于作曲、剧本、写作、诗歌等方方面面,这些由人工智能而生成的内容为人们的学习和生活带来很多便利,因此有必要对其进行法律保护。因著作权法体系下邻接权的价值理念、法律关系以及保护原则与人工智能生成内容的法律保护初衷不谋而合,所以采用邻接权保护模式最为妥帖。在构建人工智能生成内容邻接权保护制度的过程中却存在着权利归属认定模糊、生成内容与人类作品难区分以及生成内容保护期限界定难等问题,借鉴英国、澳大利亚、日本相关立法规定,得到权利应归属于人类、利用注册登记制度区分生成内容与人类作品等启发。在没有合同约定的情况下,人工智能生成内容的权利属于人工智能所有人;建议实施生成内容强制登记制度为主,程序代码自动标识制度加以辅助区分生成内容与人类作品;保护期限方面建议设定十年,不宜过长。对人工智能生成内容进行邻接权保护,以便人类能更好的利用人工智能生成内容,减少侵权行为的发生,从而有助于引导文学艺术领域稳定发展。",著作权法; 人工智能生成内容; 邻接权保护; 任燕; 法律（法学）（专业学位） 年期：2022年第07期网络出版时间：2022-06-16——2022-07-15
