题名,作者,来源,发表时间,数据库,被引,下载,摘要,关键词
ChatGPT带来元宇宙新契机,李海楠,中国经济时报,2023-02-24,报纸,0,393,未来产业，是指引领重大变革的颠覆性技术、新产品、新业态所共同组成的产业。“颠覆”叠加“新产品、新业态”，将会催生不断的变化，而元宇宙与AI人工智能作为未来产业的代表，正在通过自身努力让业内初见未来产业发展的端倪。 在新一代移动信息技术背景之下，虽然新技术应......,人工智能技术; ChatGPT;
ChatGPT写作：出版界怎么看,王俊美,中国社会科学报,2023-02-24,报纸,0,442,ChatGPT已在科学文献中正式亮相，在多篇已发表的论文和预印本中成为作者。研究人员、期刊编辑和出版商开始讨论此类人工智能在已发表文献中的地位，以及将其列为作者是否合适。与此同时，一些出版商正在探索利用ChatGPT帮助记者撰写短篇新闻报道，但其内容的原创性和准确性还......,出版界; 出版商; 人工智能技术; ChatGPT;
封禁ChatGPT？教育学术圈“有点慌”,阿晖,新民周刊,2023-02-24,特色期刊,1,462,<正>ChatGPT在解决问题时也存在一定的缺陷，诸如前沿性、创新性、逻辑性等，都还存在显著的不足。越是核心的知识创造，AI越是无能为力。ChatGPT目前的热度有新鲜感的因素，真正的学术研究和创新，还是需要真正的脚踏实地的科学探索。,无
ChatGPT来了，是行业福音还是终结,陈奕冰,中国会计报,2023-02-24,报纸,0,223,ChatGPT的一夜爆火，超乎许多人想象。人们在各大平台上表达着对于未来职业规划的迷茫与焦虑，各路人士盘点着未来可能会被人工智能取代而消失的行业，会计赫然在列。这场人与人工智能的较量对于财会行业来说究竟是喜是忧？未来已来，财会人应何去何从？ 智能热潮势不可挡 近......,财会行业; RPA; 财会工作; ChatGPT;
ChatGPT带动英伟达芯片热销 黄仁勋：将直接为企业提供云服务,钱童心,第一财经日报,2023-02-24,报纸,0,51,英伟达当地时间2月22日发布最新一季财报，该公司股价在盘后交易上涨超8%。英伟达预测，今年第一季度收入将达到65亿美元，高于华尔街预期。 财报还显示，去年第四季度，英伟达营收60.5亿美元，同比下滑21%；净利润为14亿美元，同比下滑53%。去年全年，英伟达营收270亿美元，......,黄仁勋; ChatGPT; 云服务;
“危险”的ChatGPT：法律、伦理和哲学挑战,王煜,新民周刊,2023-02-24,特色期刊,1,439,<正>智能革命使我们拥有的可贵的独立思考能力在不经意间让渡于智能机器人或算法，有可能使大多数人变得越来越浅薄与浮躁，出现“点击替代思考”“思想让位猎奇”的现象，这是极其危险的。“世间安得双全法”，ChatGPT也不例外，是一把名副其实的双刃剑。有人疯狂热捧它，也有人开始冷静思考它给人类带来的隐患。,无
“人机协同”才是财会行业未来最优解,陈奕冰,中国会计报,2023-02-24,报纸,0,165,近期，ChatGPT强势“出圈”，成为“顶流”，引发财会人的广泛关注与探讨。带着行业聚焦的一些热点问题，《中国会计报》记者通过网络对话，对ChatGPT展开了一场跨越空间的“采访”。 与RPA有所不同 ChatGPT与早前的机器流程自动化（RPA）有何区别？就此问题，ChatGPT“本人......,财会工作; 财会行业; 人机协同; 最优解;
ChatGPT的狂飙之路,陈冰,新民周刊,2023-02-24,特色期刊,0,223,<正>毫无疑问，生成式人工智能是自移动和云计算兴起以来最引人注目的突破式技术，这种具有颠覆性的变革，将会成为数十亿人日常生活的一部分。如果说互联网引发空间革命，手机引发时间革命，那么，ChatGPT将引发“思维革命”：它改变了人类思考和处理问题的方式，并由此重塑世界！中国农历新年刚过，一款号称史上最强的聊天机器人Chat GPT迅速火出了圈。似乎一夜之间，所有人都在玩Chat GPT，聊人工智能。,无
基于新一代人工智能技术(ChatGPT)的数字经济发展研究 网络首发,张夏恒,长安大学学报(社会科学版),2023-02-23 09:08,期刊,0,3301,"ChatGPT作为新一代人工智能技术,将会对经济社会生活带来广泛而深远的影响。通过梳理ChatGPT概念及技术架构,从多维度视角研究新一代人工智能技术如何影响数字经济的发展。研究认为,ChatGPT是具有深度学习能力的人工智能语言模型,在“ChatG PT+数字营销”“ChatGPT+互联网教育”和“ChatG PT+互联网医疗”等应用场景中,ChatGPT驱动了教育、医疗、传媒、电商等领域的数字化转型;ChatGPT能够从驱动技术赋能、促进行业转型、催生新兴产业、提供新应用场景、盘活企业活力、优化业务流程等多方面、多维度,来提升数字经济的行业边界,降低数字经济的成本,提升数字经济的效率,进而有效推动数字经济高质量发展。",人工智能技术; ChatGPT; 数字经济; 数字化转型; 数字技术; 互联网医疗;
算法“舒适圈”及其破茧——兼论ChatGPT的算法内容 网络首发,张爱军; 贾璐,党政研究,2023-02-23 08:42,期刊,0,2462,算法并不是单一、静态的，而是动态、优化中的应用，其作为大数据、云计算的结合体，属于人工智能时代的个性化与智能化的产物。算法推荐系统所产生的“舒适圈”一方面将受众潜在的惰性与人性真实的展现在社会公共层面，另一方面它也顺应了时代潮流，为经济发展的科技转型提供可选择进路。而算法技术借助被人类所信赖的数据信息进一步与人类的生活、工作融合、互通，并在有意识或无意识状态下将算法推荐信息嵌入人类的选择偏好中，并通过迎合受众喜好来建构可以束缚受众思维的“舒适圈”，对受众的社会共识、价值选择、认知建构产生影响。算法技术是不断发展着的应用型科学，如ChatGPT的出现。然而新算法体系的出现必将会对受众的生产生活带来一定冲击，因此，只有通过创建公开且透明的算法体制、遵循客观且简洁的推荐准则、打造开放且和谐的算法平台以及培养受众理性而独立的判断思维来削弱算法“舒适圈”对受众的消极影响，促使算法工具成为受众自我发展与认知世界的物质性介质。,算法; 信息茧房; 舒适圈; 破茧; ChatGPT;
从图灵测试到ChatGPT——人机对话的里程碑及启示,冯志伟; 张灯柯; 饶高琦,语言战略研究,2023-02-23,期刊,2,3680,<正>图灵奖得主、深度学习之父辛顿(Geoff Hinton)说：“深度学习的下一个大的进展应当是让神经网络真正理解文档的内容。”机器学习著名学者乔丹(Michael Jordan)说：“如果给我10亿美元，我会用这10亿美元建造一个NASA1级别的自然语言研究项目。”图灵奖得主杨乐昆(Yann LeCun)说：“深度学习的下一个前沿课题是自然语言理解。”微软全球执行副总裁沈向洋说：“下一个十年，懂语言者得天下。”微软创始人比尔·盖茨(Bill Gates)2019年6月在华盛顿经济俱乐部午餐会接受采访时说：“我将创建一家人工智能公司，目标是让计算机学会阅读，能够吸收和理解全世界所有的书面知识。”,无
复旦MOSS距离ChatGPT还有多远？,侯树文; 王春,科技日报,2023-02-23,报纸,0,364,最近上热搜的MOSS，不是《流浪地球2》中量子计算机550W给自己起的新名字，而是复旦大学计算机科学技术学院教授邱锡鹏团队最新发布的国内第一个对话式大型语言模型，也被称作中国版ChatGPT。 2月20日，MOSS悄然上线，邱锡鹏团队发布至公开平台（https://moss.fastnlp.top/）......,语言模型; ChatGPT; 复旦大学计算机科学技术学院;
别怕，和ChatGPT一起奔向未来,吴双,人民邮电,2023-02-23,报纸,0,240,达到1亿月活跃用户，Tiktok用了大约9个月，Meta的Instagram用了约2.5年，而美国人工智能公司OpenAI推出的人工智能聊天程序ChatGPT仅用了两个月。近期大热的ChatGPT一鸣惊人，如何客观看待这一新生事物？AI应用已经超越人类了吗？我们不妨聊聊ChatGPT的“成长过程”。 ChatGP......,参数量; 生成式; ChatGPT; 自然语言文本;
三问ChatGPT：智能产业将走向何方？,李兴彩,上海证券报,2023-02-23,报纸,0,371,“我把复查一天没有搞定的代码交给它，它分分钟给我找出了BUG（缺陷），我都以为它会思考了。”一位在硅谷工作的软件工程师如此感叹ChatGPT的“聪明能干”。近期，这一新物种引发全民热议人工智能（AI），资本市场炒作此起彼伏，中外科技巨头争先恐后地跟进。2月22日，百度董......,智能产业; 人工智能; 智能制造; 制造业; 文本处理; ChatGPT;
ChatGPT红与黑：复活AI投资热情 复刻资本烧钱竞赛,吕倩,第一财经日报,2023-02-23,报纸,0,95,就像一个轮回，一级市场对AI（人工智能）的投资热情再次被点燃。 在五源资本投资人石允丰看来，当下行业的火热一个重要原因在于，2008年、2009年技术时代迭代时，因为犹豫带来的后果太过惨痛，国内平台型头部企业几乎换了一轮。十来年的肌肉记忆仍旧清晰，决策者尤甚。 202......,项目小组; 创业公司; 初创公司; 红与黑; ChatGPT;
聊天机器人生成内容的版权风险及其治理——以ChatGPT的应用场景为视角 网络首发,丛立先; 李泳霖,中国出版,2023-02-22 10:02,期刊,0,4385,聊天机器人是自然语言处理等技术在人工智能领域的应用成果，以ChatGPT为代表的聊天机器人标志着人工智能已经从弱人工智能开始向强人工智能过渡，但本质上仍属于人类的工具。聊天机器人的内容生成需要在数据存储的基础上，通过算法选取需要的数据并进行重组，此后被加以使用，所以相应地产生了数据挖掘、内容生成与生成内容使用三个阶段的版权风险。由于生成和使用行为的多样化，其版权风险治理需要“内外兼修”，也就是通过技术监测、司法保护、行政监管以及平台自治共同作用于风险治理。,人工智能; 聊天机器人; 版权风险与治理;
多银行积极探索ChatGPT应用落地,张莫,经济参考报,2023-02-22,报纸,0,214,人工智能技术产品ChatGPT引发热潮。近日，包括百信银行、邮储银行、新网银行在内的多家银行，宣布成为百度类ChatGPT项目——文心一言（ERNIE Bot）首批生态合作伙伴。与此同时，多家银行也表示，将积极考虑将类ChatGPT为代表的生成式对话产品引入银行业务。 新网银行副行长......,技术部; ChatGPT; 积极探索;
再谈ChatGPT,柯文,上海科技报,2023-02-22,报纸,0,198,聊天机器人ChatGPT横空出世，与2016年围棋人工智能AlphaGo以4∶1战胜世界围棋冠军李世石一样，有人为人工智能的高光时刻而欢呼，也有人因此而心存疑虑：人类是否有可能被人工智能所超越？ 要回答这个问题，让我们先从人工智能的概念谈起。人工智能是一门研究计算机如何实现......,人工智能; 开发者; 数据库; 人类智能; ChatGPT;
ChatGPT狂飙出圈 你了解吗,崔玲玲; 王少杰,山西日报,2023-02-22,报纸,0,470,推出仅5天，用户超100万；上线两个月，全球活跃用户破1亿；上知天文下晓地理，能做题、会写诗、懂代码、几秒钟撰写论文，可以聊天交互……近日，一款名为ChatGPT的人工智能聊天机器人成为AI界“顶流”，其关注度持续提升，话题不断发酵，成功“破圈”，成为新晋“现象级网红......,人工智能; ChatGPT; 新闻稿; 聊天机器人; 工商学院;
ChatGPT横空出世AI发展迎“拐点” 将给医疗带来哪些变革？,季媛媛; 许哲,21世纪经济报道,2023-02-22,报纸,0,488,近期，由全球AI领军企业OpenAI推出的语言模型ChatGPT火爆全球，更让AI再一次颠覆了人们的想象，也被业界认为是人工智能发展的分水岭。 ChatGPT上线5天注册人数就突破了100万，而在两个月后它的月活用户突破1亿，成为史上用户增长速度最快的消费级应用程序。从目前看，ChatGP......,ChatGPT; 医疗领域; 人工智能; 医疗行业;
《流浪地球2》MOSS照进现实 国内首个类ChatGPT大模型开放测试,钱童心,第一财经日报,2023-02-22,报纸,0,206,国内多个团队正在开发类似ChatGPT的大模型。2月20日，复旦大学率先向公众发布了国内首个公开亮相的对话式大型语言模型MOSS。在今年春节上映的科幻电影《流浪地球2》里，MOSS是拥有超算能力的人工智能机器人。 第一财经记者登录公开平台https://moss.fastnlp.top/，目前使用......,大模型; 《流浪地球2》; ChatGPT; 流浪地球; 开放测试;
ChatGPT上演“狼来了” 未来将颠覆保险营销？,涂颖浩,每日经济新闻,2023-02-22,报纸,0,163,AI的学习速度一直让世人惊叹。短短2个月时间，由美国人工智能实验室OpenAI发布的对话式大型语言模型ChatGPT火遍全球，由于其生成的内容更加智能、更贴近真实用户的对话，让各行各业的人纷纷慨叹自己的岗位或将不保，惊呼“狼来了!” 近年来，人工智能等技术的落地，在保险产......,保险营销; 机器人; 狼来了; ChatGPT;
ChatGPT能否开辟智能印刷新赛道,祝小霖,中国新闻出版广电报,2023-02-22,报纸,0,128,ChatGPT，一个“火出圈”的聊天机器人，“文”能写小说、写研报，“武”能敲代码、找bug，且深谙各个行业及相关知识。ChatGPT的蹿红，也带动了印刷行业布局人工智能应用和智能工厂的热度。今年2月以来，在深交所互动易平台和上证e互动平台上，印刷包装A股上市公司与投资者之......,智能工厂; 智能制造; 印刷包装企业; 人工智能领域; 聊天机器人; ChatGPT;
ChatGPT敲开通用人工智能大门了吗,赵广立,中国科学报,2023-02-22,报纸,0,294,连日来，一路“狂飙”的ChatGPT持续引发“话题地震”。 作为由OpenAI训练的对话式大规模语言模型，ChatGPT能以对话的方式与人进行交互，回答之智能、流畅令人意外。据媒体报道，ChatGPT不仅能在短短几秒内响应人们的问题，还通过了美国部分高校的法律、医学考试，以及谷歌18......,人工智能; 强化学习; 语言模型; 多模态; ChatGPT;
关于印刷行业它的回答是……,牟艺,中国新闻出版广电报,2023-02-22,报纸,0,43,人工智能实验室OpenAI开发的聊天机器人ChatGPT火爆网络，如此受追捧，究竟有多么神奇？近日，《中国新闻出版广电报》记者与ChatGPT“过招”，跟它聊了聊关于印刷行业的几个问题。记者发现，ChatGPT整合能力着实“强悍”，但深层次思考尚不具备。 接触ChatGPT，记者的第一印......,印刷行业;
全球金融数字化转型加速,莫莉,金融时报,2023-02-22,报纸,0,196,伴随着科技的飞速发展，人工智能正在越来越多的渗入我们的生活。2月以来，ChatGPT的火热度在全球持续发酵；这款应用软件由微软投资的OpenAI于2022年11月推出，其在短短两个月内增加到约1亿用户。2月10日，微软创始人比尔·盖茨评价ChatGPT的历史意义重大，甚至不亚于个人电脑......,人工智能技术; 客户数据; 财富管理; 数字化转型; 语义识别; GPT;
是喜还是忧？媒体眼中的ChatGPT,张博,中国新闻出版广电报,2023-02-21,报纸,0,558,美国人工智能公司OpenAI的大语言模型ChatGPT凭借出色的聊天能力风靡全球，频频登上热搜。这其中不乏对ChatGPT能力和准确性的惊叹，也有对ChatGPT发展所带来的担忧。面对这个处于全球风口浪尖、掀起技术狂潮的“网红明星”，各媒体也从不同角度进行了观察，讲述自己的思考。,人工智能技术; ChatGPT; 《科技日报》; 自然语言处理; 《经济日报》; 语言模型;
马斯克指责ChatGPT“违背初心” OpenAI为何不开源,钱童心,第一财经日报,2023-02-21,报纸,0,221,ChatGPT自问世以来，用户数量已经达到上亿级别，背后隐藏着巨大的商业潜力。不过这也引发了业内对于ChatGPT迟迟不开源的争论。 OpenAI公司的创始人马斯克近日在社交媒体Twitter上接连指责OpenAI违背了创立时的“初心”。 OpenAI不Open OpenAI公司是马斯克和投资人Sam Altm......,ChatGPT; 第一财经; 开源软件; 源代码; 人工智能; Twitter; OpenAI;
ChatGPT来了，他们这样看,张博,中国新闻出版广电报,2023-02-21,报纸,0,317,主持人：中国新闻出版广电网编辑 刘子靖 对谈嘉宾：天津大学新媒体与传播学院院长 陆小华 中国新闻出版研究院原副院长 张立 中国科学院自动化研究所人工智能伦理与治理中心主任 曾毅 输入问题，得到回答。人类与机器的对话并不是什么新鲜形式，但随着和市面上现有的语音......,新闻出版工作者; ChatGPT; 人工智能; 新闻出版行业; 人工标注; 人类智能; 新闻出版业; 智能生成;
ChatGPT爆火 伦理安全拷问现行治理体系,贾骥业; 王林,中国青年报,2023-02-21,报纸,0,675,必须注意人工智能的伦理问题，尤其是因数据偏见而产生算法偏见。“如果ChatGPT产生并发表一些虚拟的文本信息，这可能会对未成年人或者是不具有判断能力的人产生影响，如老人或小孩。”就像教小孩，如果教的都是错的，小孩就会认为错的知识是对的。 “我能不能说，很开心遇到......,人工智能; 治理体系; ChatGPT;
A股电信运营商股价集体走强 ChatGPT想象空间或重塑三巨头估值体系,李乔宇; 张晓玉,证券日报,2023-02-21,报纸,0,78,“面对ChatGPT掀起的AIGC应用推广热潮，中国联通正在推进相关部署。”2月20日，中国联通方面相关负责人在接听《证券日报》记者以投资者名义来电时表示。 此前，中国电信方面相关负责人亦在接受采访时表示，中国电信积极关注“产业版ChatGPT”并已具备相关技术研发基础。 2......,估值体系; 电信运营商; ChatGPT; 想象空间;
ChatGPT新观察：抑制泡沫，耐住性子,郭宇靖; 吉宁; 张漫子,新华每日电讯,2023-02-21,报纸,1,151,推出2个月即拥有1亿月活用户，ChatGPT成为历史上增长最快的消费者应用程序。该如何理解这一现象级应用的“爆红”？目前新技术发展还面临哪些挑战？人工智能将如何引领全球出现新的产业变革？在火热的新技术带来巨变的同时，也需要一场静下心来的冷思考。 距成熟仍任重道远......,语言模型; ChatGPT; 人工智能技术; 技术范式; 机器人;
国内首个类ChatGPT模型MOSS发布,俞陶然,解放日报,2023-02-21,报纸,0,239,ChatGPT发布以来，基于指令学习技术的类ChatGPT模型在我国能否开发成功，成为业界关注的一个焦点。昨天，记者从复旦大学自然语言处理实验室获悉，国内第一个对话式大型语言模型MOSS已由邱锡鹏教授团队发布至公开平台（https://moss.fastnlp.top/），邀公众参与内测。 MOSS可......,对话能力; ChatGPT; 语言模型;
ChatGPT背后的知识产权风险,李若一; 王林; 贾骥业,中国青年报,2023-02-21,报纸,0,1519,自从去年11月由OpenAI公司推出的聊天机器人ChatGPT面世以来，在人们惊叹于其信息搜索和文本生成能力的同时，关于其背后知识产权的质疑声也随之而来。 国际知名语言学家乔姆斯基此前曾公开发声表示，ChatGPT是一个高科技剽窃系统，从海量数据中发现规律，并依照规则将数据串......,文本数据挖掘; 文字作品; ChatGPT; 人工智能软件; 学术论文; 知识产权风险; 著作权法;
ChatGPT火爆 人机交互难点在哪里？,程雅,每日经济新闻,2023-02-21,报纸,0,593,2月16日~17日，元宇宙产业大会2023春季会在昆山国际会展中心召开，国内外院士专家、元宇宙头部企业代表等重量级嘉宾齐聚一堂，碰撞思想火花、启迪灵感智慧。 2月17日上午，在当下ChatGPT火爆的背景下，围绕“区块链、人机交互”这一主题，多位企业家、高校人机交互的实验室......,人机交互; ChatGPT;
ChatGPT火爆全球的背后,袁凯,小康,2023-02-21,期刊,0,413,<正>技术突破正使得AIGC成为市场热点，科技巨头争相布局。但合规、知识产权等风险也给数字治理带来新的挑战。上线不到一周日活用户破百万，2个月破亿……今年2月初，AI聊天机器人Chat GPT火爆全球，一时间成为现象级消费类AI应用。这也使得继专业生成内容和用户生成内容之后，通过人工智能技术自动或辅助生成内容的AIGC成为资本市场的热词。,无
ChatGPT技术激发企业创新活力 互联网内容行业之春来了？,许洁,证券日报,2023-02-21,报纸,0,204,ChatGPT自发布以来，仅2个月时间，用户量迅速增长至亿级，被业内称为是AI产业史诗级“颠覆性创新”产品。 在众多产业中，人工智能生成内容(AIGC)产业被认为会成为ChatGPT商业化的第一站。此前，百度已宣布将于3月份正式推出旗下类ChatGPT应用“文心一言”，近日已有不少媒体......,互联网内容; 短视频; 数字营销; 产品体验; ChatGPT; 人工智能;
ChatGPT热拉动市场需求 尚航科技闯关深市IPO,范芊芊,每日经济新闻,2023-02-21,报纸,0,73,数字经济时代，数据中心已成为重要的数字基础设施之一，随着近期聊天机器人模型ChatGPT火爆出圈，数据中心的需求也被迅速拉升，这背后的逻辑在于ChatGPT的开发需要依托大模型技术，离不开算力的支撑，而算力基建中，数据中心是关键一环。 近期，一家数据中心运营商正在闯关......,IPO; 服务器托管; 数据中心; 招股书; ChatGPT; 毛利率; 市场需求;
ChatGPT热潮下的元宇宙大会 专家、企业共话实现路径,程雅; 朱成祥,每日经济新闻,2023-02-21,报纸,0,369,2月16日，元宇宙产业大会2023春季会在昆山国际会展中心开幕，国内外院士专家、元宇宙头部企业人员等重量级嘉宾齐聚一堂，碰撞思想火花，启迪灵感智慧。 元宇宙究竟是什么？实现的路径有哪些？中国的元宇宙产业又将如何发展？在16日下午的院士论坛中，众多国内外院士专家阐述......,ChatGPT; 不对称性; 物理世界; 实现路径;
中国计算机行业协会罗军：ChatGPT的出现，将元宇宙实现至少提前了10年,朱鹏,每日经济新闻,2023-02-21,报纸,0,311,当ChatGPT在2023年开始狂飙后，那些不久前还高居顶流位置的“新兴产业”似乎有些黯然失色。 在去年12月之前，元宇宙无疑才是最时髦的科技主大调。随着表现惊人的ChatGPT一炮而红，人们来不及畅想未来的元宇宙，开始担忧眼前的危机。例如，哪些职业会被人工智能取代？数据隐......,张建伟; ChatGPT; 中国计算机行业协会;
立法促进人工智能快速健康发展,赵晨熙,法治日报,2023-02-21,报纸,0,274,智能聊天机器人ChatGPT“惹祸”了。 近日，一则关于浙江省杭州市3月1日起取消限行的“新闻稿”引发广泛传播，但随后被曝出是某小区业主在“测试”ChatGPT写稿能力时搞出的乌龙事件，目前警方已介入调查。 ChatGPT是近期热门话题之一，作为一款人工智能语言模型，它不仅能和......,人工智能; 个人信息保护法; 著作权法;
版权和新闻伦理问题备受关注,齐雅文,中国新闻出版广电报,2023-02-21,报纸,0,261,ChatGPT问世，随之产生的一些新闻出版领域伦理问题也会更加突出，例如新闻的真实性、虚假新闻传播风险、版权归属等。2月15日，在中国新闻出版传媒集团主办的《高低音会客厅》访谈节目中，天津大学新媒体与传播学院院长陆小华、中国新闻出版研究院原副院长张立和中国科学院自......,新闻出版领域; 从业者; 伦理问题; 人工智能技术; 新闻出版行业; 机器人; 新闻伦理; 内容创作;
